commodityCode,countryCode,marketYear,calendarYear,month,attributeId,unitId,commodityName,attributeName,unitDescription,countryName,regionName,value
0440000,ES,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),El Salvador,Central America,1850.0
0440000,ES,2024,2024,08,184,26,Corn,Yield,(MT/HA),El Salvador,Central America,3.0
0440000,ET,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Ethiopia,Sub-Saharan Africa,2550.0
0440000,ET,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Ethiopia,Sub-Saharan Africa,829.0
0440000,ET,2024,2024,08,28,8,Corn,Production,(1000 MT),Ethiopia,Sub-Saharan Africa,10200.0
0440000,ET,2024,2024,08,57,8,Corn,Imports,(1000 MT),Ethiopia,Sub-Saharan Africa,0.0
0440000,ET,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Ethiopia,Sub-Saharan Africa,0.0
0440000,ET,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Ethiopia,Sub-Saharan Africa,0.0
0440000,ET,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Ethiopia,Sub-Saharan Africa,11029.0
0440000,ET,2024,2024,08,88,8,Corn,Exports,(1000 MT),Ethiopia,Sub-Saharan Africa,0.0
0440000,ET,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Ethiopia,Sub-Saharan Africa,0.0
0440000,ET,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Ethiopia,Sub-Saharan Africa,1250.0
0440000,ET,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Ethiopia,Sub-Saharan Africa,9000.0
0440000,ET,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Ethiopia,Sub-Saharan Africa,10250.0
0440000,ET,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Ethiopia,Sub-Saharan Africa,779.0
0440000,ET,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Ethiopia,Sub-Saharan Africa,11029.0
0440000,ET,2024,2024,08,184,26,Corn,Yield,(MT/HA),Ethiopia,Sub-Saharan Africa,4.0
0440000,GA,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),"Gambia, The",Sub-Saharan Africa,35.0
0440000,GA,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,28,8,Corn,Production,(1000 MT),"Gambia, The",Sub-Saharan Africa,20.0
0440000,GA,2024,2024,08,57,8,Corn,Imports,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),"Gambia, The",Sub-Saharan Africa,20.0
0440000,GA,2024,2024,08,88,8,Corn,Exports,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),"Gambia, The",Sub-Saharan Africa,20.0
0440000,GA,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),"Gambia, The",Sub-Saharan Africa,20.0
0440000,GA,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),"Gambia, The",Sub-Saharan Africa,0.0
0440000,GA,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),"Gambia, The",Sub-Saharan Africa,20.0
0440000,GA,2024,2024,08,184,26,Corn,Yield,(MT/HA),"Gambia, The",Sub-Saharan Africa,0.5714
0440000,GG,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Georgia,Former Soviet Union - 12,75.0
0440000,GG,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Georgia,Former Soviet Union - 12,38.0
0440000,GG,2024,2024,08,28,8,Corn,Production,(1000 MT),Georgia,Former Soviet Union - 12,200.0
0440000,GG,2024,2024,08,57,8,Corn,Imports,(1000 MT),Georgia,Former Soviet Union - 12,50.0
0440000,GG,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Georgia,Former Soviet Union - 12,50.0
0440000,GG,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Georgia,Former Soviet Union - 12,0.0
0440000,GG,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Georgia,Former Soviet Union - 12,288.0
0440000,GG,2024,2024,08,88,8,Corn,Exports,(1000 MT),Georgia,Former Soviet Union - 12,0.0
0440000,GG,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Georgia,Former Soviet Union - 12,0.0
0440000,GG,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Georgia,Former Soviet Union - 12,200.0
0440000,GG,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Georgia,Former Soviet Union - 12,50.0
0440000,GG,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Georgia,Former Soviet Union - 12,250.0
0440000,GG,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Georgia,Former Soviet Union - 12,38.0
0440000,GG,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Georgia,Former Soviet Union - 12,288.0
0440000,GG,2024,2024,08,184,26,Corn,Yield,(MT/HA),Georgia,Former Soviet Union - 12,2.6667
0440000,GH,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Ghana,Sub-Saharan Africa,1300.0
0440000,GH,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Ghana,Sub-Saharan Africa,690.0
0440000,GH,2024,2024,08,28,8,Corn,Production,(1000 MT),Ghana,Sub-Saharan Africa,3400.0
0440000,GH,2024,2024,08,57,8,Corn,Imports,(1000 MT),Ghana,Sub-Saharan Africa,10.0
0440000,GH,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Ghana,Sub-Saharan Africa,10.0
0440000,GH,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Ghana,Sub-Saharan Africa,0.0
0440000,GH,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Ghana,Sub-Saharan Africa,4100.0
0440000,GH,2024,2024,08,88,8,Corn,Exports,(1000 MT),Ghana,Sub-Saharan Africa,0.0
0440000,GH,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Ghana,Sub-Saharan Africa,0.0
0440000,GH,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Ghana,Sub-Saharan Africa,650.0
0440000,GH,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Ghana,Sub-Saharan Africa,2850.0
0440000,GH,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Ghana,Sub-Saharan Africa,3500.0
0440000,GH,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Ghana,Sub-Saharan Africa,600.0
0440000,GH,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Ghana,Sub-Saharan Africa,4100.0
0440000,GH,2024,2024,08,184,26,Corn,Yield,(MT/HA),Ghana,Sub-Saharan Africa,2.6154
0440000,GT,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Guatemala,Central America,886.0
0440000,GT,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Guatemala,Central America,283.0
0440000,GT,2024,2024,08,28,8,Corn,Production,(1000 MT),Guatemala,Central America,1625.0
0440000,GT,2024,2024,08,57,8,Corn,Imports,(1000 MT),Guatemala,Central America,1800.0
0440000,GT,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Guatemala,Central America,1800.0
0440000,GT,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Guatemala,Central America,0.0
0440000,GT,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Guatemala,Central America,3708.0
0440000,GT,2024,2024,08,88,8,Corn,Exports,(1000 MT),Guatemala,Central America,2.0
0440000,GT,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Guatemala,Central America,1.0
0440000,GT,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Guatemala,Central America,1700.0
0440000,GT,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Guatemala,Central America,1650.0
0440000,GT,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Guatemala,Central America,3350.0
0440000,GT,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Guatemala,Central America,356.0
0440000,GT,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Guatemala,Central America,3708.0
0440000,GT,2024,2024,08,184,26,Corn,Yield,(MT/HA),Guatemala,Central America,1.8341
0440000,GU,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Guinea,Sub-Saharan Africa,650.0
0440000,GU,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Guinea,Sub-Saharan Africa,78.0
0440000,GU,2024,2024,08,28,8,Corn,Production,(1000 MT),Guinea,Sub-Saharan Africa,850.0
0440000,GU,2024,2024,08,57,8,Corn,Imports,(1000 MT),Guinea,Sub-Saharan Africa,5.0
0440000,GU,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Guinea,Sub-Saharan Africa,5.0
0440000,GU,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Guinea,Sub-Saharan Africa,0.0
0440000,GU,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Guinea,Sub-Saharan Africa,933.0
0440000,GU,2024,2024,08,88,8,Corn,Exports,(1000 MT),Guinea,Sub-Saharan Africa,0.0
0440000,GU,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Guinea,Sub-Saharan Africa,0.0
0440000,GU,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Guinea,Sub-Saharan Africa,250.0
0440000,GU,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Guinea,Sub-Saharan Africa,600.0
0440000,GU,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Guinea,Sub-Saharan Africa,850.0
0440000,GU,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Guinea,Sub-Saharan Africa,83.0
0440000,GU,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Guinea,Sub-Saharan Africa,933.0
0440000,GU,2024,2024,08,184,26,Corn,Yield,(MT/HA),Guinea,Sub-Saharan Africa,1.3077
0440000,GY,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Guyana,South America,5.0
0440000,GY,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Guyana,South America,0.0
0440000,GY,2024,2024,08,28,8,Corn,Production,(1000 MT),Guyana,South America,5.0
0440000,GY,2024,2024,08,57,8,Corn,Imports,(1000 MT),Guyana,South America,40.0
0440000,GY,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Guyana,South America,40.0
0440000,GY,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Guyana,South America,0.0
0440000,GY,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Guyana,South America,45.0
0440000,GY,2024,2024,08,88,8,Corn,Exports,(1000 MT),Guyana,South America,0.0
0440000,GY,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Guyana,South America,0.0
0440000,GY,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Guyana,South America,45.0
0440000,GY,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Guyana,South America,0.0
0440000,GY,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Guyana,South America,45.0
0440000,GY,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Guyana,South America,0.0
0440000,GY,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Guyana,South America,45.0
0440000,GY,2024,2024,08,184,26,Corn,Yield,(MT/HA),Guyana,South America,1.0
0440000,HA,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Haiti,Caribbean,365.0
0440000,HA,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,28,8,Corn,Production,(1000 MT),Haiti,Caribbean,305.0
0440000,HA,2024,2024,08,57,8,Corn,Imports,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Haiti,Caribbean,305.0
0440000,HA,2024,2024,08,88,8,Corn,Exports,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Haiti,Caribbean,10.0
0440000,HA,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Haiti,Caribbean,295.0
0440000,HA,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Haiti,Caribbean,305.0
0440000,HA,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Haiti,Caribbean,0.0
0440000,HA,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Haiti,Caribbean,305.0
0440000,HA,2024,2024,08,184,26,Corn,Yield,(MT/HA),Haiti,Caribbean,0.8356
0440000,HK,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,28,8,Corn,Production,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,57,8,Corn,Imports,(1000 MT),Hong Kong,East Asia,45.0
0440000,HK,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Hong Kong,East Asia,45.0
0440000,HK,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Hong Kong,East Asia,45.0
0440000,HK,2024,2024,08,88,8,Corn,Exports,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Hong Kong,East Asia,45.0
0440000,HK,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Hong Kong,East Asia,45.0
0440000,HK,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Hong Kong,East Asia,0.0
0440000,HK,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Hong Kong,East Asia,45.0
0440000,HK,2024,2024,08,184,26,Corn,Yield,(MT/HA),Hong Kong,East Asia,0.0
0440000,HO,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Honduras,Central America,340.0
0440000,HO,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Honduras,Central America,161.0
0440000,HO,2024,2024,08,28,8,Corn,Production,(1000 MT),Honduras,Central America,500.0
0440000,HO,2024,2024,08,57,8,Corn,Imports,(1000 MT),Honduras,Central America,900.0
0440000,HO,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Honduras,Central America,900.0
0440000,HO,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Honduras,Central America,0.0
0440000,HO,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Honduras,Central America,1561.0
0440000,HO,2024,2024,08,88,8,Corn,Exports,(1000 MT),Honduras,Central America,0.0
0440000,HO,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Honduras,Central America,0.0
0440000,HO,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Honduras,Central America,900.0
0440000,HO,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Honduras,Central America,500.0
0440000,HO,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Honduras,Central America,1400.0
0440000,HO,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Honduras,Central America,161.0
0440000,HO,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Honduras,Central America,1561.0
0440000,HO,2024,2024,08,184,26,Corn,Yield,(MT/HA),Honduras,Central America,1.4706
0440000,ID,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Indonesia,Southeast Asia,3800.0
0440000,ID,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Indonesia,Southeast Asia,1319.0
0440000,ID,2024,2024,08,28,8,Corn,Production,(1000 MT),Indonesia,Southeast Asia,13200.0
0440000,ID,2024,2024,08,57,8,Corn,Imports,(1000 MT),Indonesia,Southeast Asia,1100.0
0440000,ID,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Indonesia,Southeast Asia,1100.0
0440000,ID,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Indonesia,Southeast Asia,0.0
0440000,ID,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Indonesia,Southeast Asia,15619.0
0440000,ID,2024,2024,08,88,8,Corn,Exports,(1000 MT),Indonesia,Southeast Asia,2.0
0440000,ID,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Indonesia,Southeast Asia,2.0
0440000,ID,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Indonesia,Southeast Asia,9800.0
0440000,ID,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Indonesia,Southeast Asia,4600.0
0440000,ID,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Indonesia,Southeast Asia,14400.0
0440000,ID,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Indonesia,Southeast Asia,1217.0
0440000,ID,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Indonesia,Southeast Asia,15619.0
0440000,ID,2024,2024,08,184,26,Corn,Yield,(MT/HA),Indonesia,Southeast Asia,3.4737
0440000,IN,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),India,South Asia,11000.0
0440000,IN,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),India,South Asia,2758.0
0440000,IN,2024,2024,08,28,8,Corn,Production,(1000 MT),India,South Asia,37500.0
0440000,IN,2024,2024,08,57,8,Corn,Imports,(1000 MT),India,South Asia,300.0
0440000,IN,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),India,South Asia,300.0
0440000,IN,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),India,South Asia,0.0
0440000,IN,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),India,South Asia,40558.0
0440000,IN,2024,2024,08,88,8,Corn,Exports,(1000 MT),India,South Asia,300.0
0440000,IN,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),India,South Asia,300.0
0440000,IN,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),India,South Asia,23500.0
0440000,IN,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),India,South Asia,14900.0
0440000,IN,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),India,South Asia,38400.0
0440000,IN,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),India,South Asia,1858.0
0440000,IN,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),India,South Asia,40558.0
0440000,IN,2024,2024,08,184,26,Corn,Yield,(MT/HA),India,South Asia,3.4091
0440000,IR,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Iran,Middle East,200.0
0440000,IR,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Iran,Middle East,1356.0
0440000,IR,2024,2024,08,28,8,Corn,Production,(1000 MT),Iran,Middle East,1400.0
0440000,IR,2024,2024,08,57,8,Corn,Imports,(1000 MT),Iran,Middle East,8200.0
0440000,IR,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Iran,Middle East,8200.0
0440000,IR,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Iran,Middle East,0.0
0440000,IR,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Iran,Middle East,10956.0
0440000,IR,2024,2024,08,88,8,Corn,Exports,(1000 MT),Iran,Middle East,0.0
0440000,IR,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Iran,Middle East,0.0
0440000,IR,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Iran,Middle East,9200.0
0440000,IR,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Iran,Middle East,450.0
0440000,IR,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Iran,Middle East,9650.0
0440000,IR,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Iran,Middle East,1306.0
0440000,IR,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Iran,Middle East,10956.0
0440000,IR,2024,2024,08,184,26,Corn,Yield,(MT/HA),Iran,Middle East,7.0
0440000,IS,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Israel,Middle East,0.0
0440000,IS,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Israel,Middle East,110.0
0440000,IS,2024,2024,08,28,8,Corn,Production,(1000 MT),Israel,Middle East,0.0
0440000,IS,2024,2024,08,57,8,Corn,Imports,(1000 MT),Israel,Middle East,1000.0
0440000,IS,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Israel,Middle East,1000.0
0440000,IS,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Israel,Middle East,0.0
0440000,IS,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Israel,Middle East,1110.0
0440000,IS,2024,2024,08,88,8,Corn,Exports,(1000 MT),Israel,Middle East,10.0
0440000,IS,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Israel,Middle East,10.0
0440000,IS,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Israel,Middle East,900.0
0440000,IS,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Israel,Middle East,100.0
0440000,IS,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Israel,Middle East,1000.0
0440000,IS,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Israel,Middle East,100.0
0440000,IS,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Israel,Middle East,1110.0
0440000,IS,2024,2024,08,184,26,Corn,Yield,(MT/HA),Israel,Middle East,0.0
0440000,IV,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Cote d'Ivoire,Sub-Saharan Africa,540.0
0440000,IV,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,128.0
0440000,IV,2024,2024,08,28,8,Corn,Production,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,1200.0
0440000,IV,2024,2024,08,57,8,Corn,Imports,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,5.0
0440000,IV,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,5.0
0440000,IV,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,0.0
0440000,IV,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,1333.0
0440000,IV,2024,2024,08,88,8,Corn,Exports,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,75.0
0440000,IV,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,75.0
0440000,IV,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,325.0
0440000,IV,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,825.0
0440000,IV,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,1150.0
0440000,IV,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,108.0
0440000,IV,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Cote d'Ivoire,Sub-Saharan Africa,1333.0
0440000,IV,2024,2024,08,184,26,Corn,Yield,(MT/HA),Cote d'Ivoire,Sub-Saharan Africa,2.2222
0440000,IZ,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Iraq,Middle East,100.0
0440000,IZ,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Iraq,Middle East,169.0
0440000,IZ,2024,2024,08,28,8,Corn,Production,(1000 MT),Iraq,Middle East,500.0
0440000,IZ,2024,2024,08,57,8,Corn,Imports,(1000 MT),Iraq,Middle East,800.0
0440000,IZ,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Iraq,Middle East,800.0
0440000,IZ,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Iraq,Middle East,0.0
0440000,IZ,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Iraq,Middle East,1469.0
0440000,IZ,2024,2024,08,88,8,Corn,Exports,(1000 MT),Iraq,Middle East,0.0
0440000,IZ,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Iraq,Middle East,0.0
0440000,IZ,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Iraq,Middle East,1200.0
0440000,IZ,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Iraq,Middle East,150.0
0440000,IZ,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Iraq,Middle East,1350.0
0440000,IZ,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Iraq,Middle East,119.0
0440000,IZ,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Iraq,Middle East,1469.0
0440000,IZ,2024,2024,08,184,26,Corn,Yield,(MT/HA),Iraq,Middle East,5.0
0440000,JA,2024,2024,08,4,4,Corn,Area Harvested,(1000 HA),Japan,East Asia,2.0
0440000,JA,2024,2024,08,20,8,Corn,Beginning Stocks,(1000 MT),Japan,East Asia,1308.0
0440000,JA,2024,2024,08,28,8,Corn,Production,(1000 MT),Japan,East Asia,15.0
0440000,JA,2024,2024,08,57,8,Corn,Imports,(1000 MT),Japan,East Asia,15500.0
0440000,JA,2024,2024,08,81,8,Corn,TY Imports,(1000 MT),Japan,East Asia,15500.0
0440000,JA,2024,2024,08,84,8,Corn,TY Imp. from U.S.,(1000 MT),Japan,East Asia,0.0
0440000,JA,2024,2024,08,86,8,Corn,Total Supply,(1000 MT),Japan,East Asia,16823.0
0440000,JA,2024,2024,08,88,8,Corn,Exports,(1000 MT),Japan,East Asia,0.0
0440000,JA,2024,2024,08,113,8,Corn,TY Exports,(1000 MT),Japan,East Asia,0.0
0440000,JA,2024,2024,08,130,8,Corn,Feed Dom. Consumption,(1000 MT),Japan,East Asia,12200.0
0440000,JA,2024,2024,08,192,8,Corn,FSI Consumption,(1000 MT),Japan,East Asia,3350.0
0440000,JA,2024,2024,08,125,8,Corn,Domestic Consumption,(1000 MT),Japan,East Asia,15550.0
0440000,JA,2024,2024,08,176,8,Corn,Ending Stocks,(1000 MT),Japan,East Asia,1273.0
0440000,JA,2024,2024,08,178,8,Corn,Total Distribution,(1000 MT),Japan,East Asia,16823.0
